Date,Time (UTC),Local Time,Agent_ID,Active,Action,Responding to (Agent No),Message
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,5,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,9,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,10,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,🙂
2024-01-02,16:00:00,08:00:00,3,Active,Response,3,🙂
2024-01-02,16:00:00,08:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 16:00:00 UTC"
2024-01-02,16:00:00,16:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 16:00:00 UTC"
2024-01-02,16:00:00,16:00:00,6,Active,Response,1,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,2,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,5,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,9,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,10,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,1,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,2,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,3,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,4,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,5,🙂
2024-01-02,16:00:00,16:00:00,6,Active,Response,6,🙂
2024-01-02,18:00:00,10:00:00,3,Active,Response,4,🙂
2024-01-02,18:00:00,10:00:00,3,Active,Response,5,🙂
2024-01-02,18:00:00,10:00:00,3,Active,Response,6,🙂
2024-01-02,18:00:00,10:00:00,3,Active,Response,3,🙂
2024-01-02,18:00:00,10:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,18:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,20:00:00,9,Active,Post,,"I have this to say at time 9, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,20:00:00,10,Active,Post,,"I have this to say at time 10, 2024-01-02 18:00:00 UTC"
2024-01-02,20:00:00,12:00:00,3,Active,Response,4,🙂
2024-01-02,20:00:00,12:00:00,3,Active,Response,5,🙂
2024-01-02,20:00:00,12:00:00,3,Active,Response,9,🙂
2024-01-02,20:00:00,12:00:00,3,Active,Response,10,🙂
2024-01-02,20:00:00,12:00:00,3,Active,Response,3,🙂
2024-01-02,20:00:00,12:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 20:00:00 UTC"
2024-01-02,20:00:00,20:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 20:00:00 UTC"
2024-01-02,20:00:00,20:00:00,6,Active,Response,3,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,4,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,5,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,9,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,10,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,3,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,4,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,5,🙂
2024-01-02,20:00:00,20:00:00,6,Active,Response,6,🙂
2024-01-02,21:00:00,08:00:00,7,Active,Post,,"I have this to say at time 7, 2024-01-02 21:00:00 UTC"
2024-01-02,21:00:00,08:00:00,8,Active,Post,,"I have this to say at time 8, 2024-01-02 21:00:00 UTC"
2024-01-02,22:00:00,14:00:00,3,Active,Response,4,🙂
2024-01-02,22:00:00,14:00:00,3,Active,Response,5,🙂
2024-01-02,22:00:00,14:00:00,3,Active,Response,6,🙂
2024-01-02,22:00:00,14:00:00,3,Active,Response,7,🙂
2024-01-02,22:00:00,14:00:00,3,Active,Response,8,🙂
2024-01-02,22:00:00,14:00:00,3,Active,Response,3,🙂
2024-01-02,22:00:00,14:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 22:00:00 UTC"
2024-01-03,00:00:00,16:00:00,3,Active,Response,4,🙂
2024-01-03,00:00:00,16:00:00,3,Active,Response,3,🙂
2024-01-03,00:00:00,16:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-03 00:00:00 UTC"
